,eid,doi,pii,pubmed_id,title,subtype,subtypeDescription,creator,afid,affilname,affiliation_city,affiliation_country,author_count,author_names,author_ids,author_afids,coverDate,coverDisplayDate,publicationName,issn,source_id,eIssn,aggregationType,volume,issueIdentifier,article_number,pageRange,description,authkeywords,citedby_count,openaccess,freetoread,freetoreadLabel,fund_acr,fund_no,fund_sponsor
265,2-s2.0-84866238676,10.1214/11-AOAS528,,,More power via graph-structured tests for differential expression of gene networks,ar,Article,Jacob L.,60025038;60030208,"University of California, Berkeley;Université d'Evry Val d'Essonne",Berkeley;Evry,United States;France,3,"Jacob, Laurent;Neuvial, Pierre;Dudoit, Sandrine",36798358700;14219588000;6602862447,60025038;60025038-60030208;60025038,2012-06-01,June 2012,Annals of Applied Statistics,19326157,21100211345,19417330,Journal,6,2,,561-600,"We consider multivariate two-sample tests of means, where the location shift between the two populations is expected to be related to a known graph structure. An important application of such tests is the detection of differentially expressed genes between two patient populations, as shifts in expression levels are expected to be coherent with the structure of graphs reflecting gene properties such as biological process, molecular function, regulation or metabolism. For a fixed graph of interest, we demonstrate that accounting for graph structure can yield more powerful tests under the assumption of smooth distribution shift on the graph. We also investigate the identification of nonhomogeneous subgraphs of a given large graph, which poses both computational and multiple hypothesis testing problems. The relevance and benefits of the proposed approach are illustrated on synthetic data and on breast and bladder cancer gene expression data analyzed in the context of KEGG and NCI pathways. © Institute of Mathematical Statistics, 2012.",Biological networks | Differential expression | Dimensionality reduction | Enrichment analysis | Graph laplacian | Hotelling T2 | Pathways | Spectral graph theory | Two-sample test,63,2,all repository repositoryam,All Open Access Green,,,
266,2-s2.0-84870212006,,,,Clustering in conjunction with wrapper approach to select discriminatory genes for microarray dataset classification,ar,Article,Bala R.,60030622;60110986,Jawaharlal Nehru University;Deen Dayal Upadhyaya College,New Delhi;New Delhi,India;India,2,"Bala, Rajni;Agrawal, Ramesh Kumar",58259676500;35291228900,60110986;60030622,2012-01-01,2012,Computing and Informatics,13359150,24162,,Journal,31,5,,921-938,"With the advent of microarray technology, it is possible to measure gene expression levels of thousands of genes simultaneously. This helps us diagnose and classify some particular cancers directly using DNA microarray. Highdimensionality and small sample size of microarray datasets has made the task of classification difficult. These datasets contain a large number of redundant and irrelevant genes. For efficient classification of samples there is a need of selecting a smaller set of relevant and non-redundant genes. In this paper, we have proposed a two stage algorithm for finding a set of discriminatory genes responsible for classification of high dimensional microarray datasets. In the first stage redundancy is reduced by grouping correlated genes into clusters and selecting a representative gene from each cluster. Maximal information compression index is used to measure similarity between genes. In the second stage a wrapper based forward feature selection method is used to obtain a set of discriminatory genes for a given classifier. We have investigated three different techniques for clustering and four classifiers in our experiments. The proposed algorithm is tested on six well known publicly available datasets. Comparison with the other state-of-the-art methods show that our proposed algorithm is able to achieve better classification accuracy with less number of genes.",Cancer classification | Clustering | Gene selection | Maximal information compression index | Microarray | Representative entropy,2,0,,,,,
267,2-s2.0-84863246116,10.2174/092986612798472857,,,Analysis of metabolic pathway using hybrid properties,ar,Article,Chen L.,60009860;60023813;60025785;60273065;60095069;60089787,"Fudan University;Shanghai University;Shanghai Maritime University;Shanghai Institute of Nutrition and Health;A-Star, Singapore Bioimaging Consortium;Shanghai Center for Bioinformation Technology",Shanghai;Shanghai;Shanghai;Shanghai;Singapore City;Shanghai,China;China;China;China;Singapore;China,4,"Chen, Lei;Cai, Yu Dong;Shi, Xiao He;Huang, Tao",35239693200;7401750419;25823486700;56542142100,60025785-60009860;60023813;60095069;60273065-60089787,2012-01-01,January 2012,Protein and Peptide Letters,09298665,14256,,Journal,19,1,,99-107,"Given a compounds-forming system, i.e., a system consisting of some compounds and their relationship, can it form a biologically meaningful pathway? It is a fundamental problem in systems biology. Nowadays, a lot of information on different organisms, at both genetic and metabolic levels, has been collected and stored in some specific databases. Based on these data, it is feasible to address such an essential problem. Metabolic pathway is one kind of compoundsforming systems and we analyzed them in yeast by extracting different (biological and graphic) features from each of the 13,736 compounds-forming systems, of which 136 are positive pathways, i.e., known metabolic pathway from KEGG; while 13,600 were negative. Each of these compounds-forming systems was represented by 144 features, of which 88 are graph features and 56 biological features. ""Minimum Redundancy Maximum Relevance"" and ""Incremental Feature Selection"" were utilized to analyze these features and 16 optimal features were selected as being able to predict a query compounds-forming system most successfully. It was found through Jackknife cross-validation that the overall success rate of identifying the positive pathways was 74.26%. It is anticipated that this novel approach and encouraging result may give meaningful illumination to investigate this important topic. © 2012 Bentham Science Publishers.",Compounds-forming system | Jackknife cross-validation | Metabolic pathway | Minimum redundancy maximum relevance | Nearest neighbor algorithm,3,0,,,,,
268,2-s2.0-80052554630,,,,Pathway-based gene selection for disease classification,cp,Conference Paper,Ibrahim M.A.R.,60018965,University of Buckingham,Buckingham,United Kingdom,4,"Ibrahim, Maysson Al Raj;Jassim, Sabah;Cawthome, Michael A.;Langlands, Kenneth",59889121500;6603797774;7005227098;6602079650,60018965;60018965;60018965;60018965,2011-09-14,2011,International Conference on Information Society I Society 2011,,19900193896,,Conference Proceeding,,,5978470,360-365,"The identification of disease biomarkers from genetic data such as high-throughput transcriptional profiling screens has attracted a great deal of recent interest due to relevance in prognostication and drug discovery. Biomarker discovery can be modelled as a feature selection problem that aims to find the most discriminating features (genes) for accurate disease classification e.g. healthy vs. diseased samples. Typical feature selection algorithms identify individual genes, and the disease discrimination power of each gene is considered separately. In this paper, we propose a gene selection method incorporating prior biological knowledge about gene pathways to find a group(s) of strongly correlated genes to accurately discriminate complex as well as simple diseases. The proposed method involves a ranking process to identify the most relevant biological pathways in a microarray dataset. A specified number of differentially-expressed genes from relevant pathways is then selected for accurate disease classification. The advantage of this method is that it searches for a group of strongly correlated genes rather than individual genes. We argue that selecting a group of informative and correlated genes from disease-associated pathways is particularly relevant to the disease type or grade. To evaluate the performance of our method, we compare it to five wellknown feature selection and ranking methods using two classifiers: K-Nearest Neighbour (KNN) and Support Vector Machine (SVM). Using publicly-available microarray datasets, we found that our algorithm outperforms other methods in terms of disease classification accuracy. Moreover, we were able to reduce the number of genes required to accurately discriminate disease states. © 2011 IEEE.",Biomarker discovery | Component | Disease classification | Feature selection | Gene selection | Pathway analysis,8,0,,,,,
269,2-s2.0-79960134528,10.1093/bioinformatics/btr300,,21576180,Classification with correlated features: Unreliability of feature ranking and solutions,ar,Article,Toloşi L.,60000256,Max Planck Institute for Informatics,Saarbrucken,Germany,2,"Toloşi, Laura;Lengauer, Thomas",23977358900;7006169152,60000256;60000256,2011-07-01,July 2011,Bioinformatics,13674803,17945,14602059,Journal,27,14,btr300,1986-1994,"Motivation: Classification and feature selection of genomics or transcriptomics data is often hampered by the large number of features as compared with the small number of samples available. Moreover, features represented by probes that either have similar molecular functions (gene expression analysis) or genomic locations (DNA copy number analysis) are highly correlated. Classical model selection methods such as penalized logistic regression or random forest become unstable in the presence of high feature correlations. Sophisticated penalties such as group Lasso or fused Lasso can force the models to assign similar weights to correlated features and thus improve model stability and interpretability. In this article, we show that the measures of feature relevance corresponding to the above-mentioned methods are biased such that the weights of the features belonging to groups of correlated features decrease as the sizes of the groups increase, which leads to incorrect model interpretation and misleading feature ranking. Results: With simulation experiments, we demonstrate that Lasso logistic regression, fused support vector machine, group Lasso and random forest models suffer from correlation bias. Using simulations, we show that two related methods for group selection based on feature clustering can be used for correcting the correlation bias. These techniques also improve the stability and the accuracy of the baseline models. We apply all methods investigated to a breast cancer and a bladder cancer arrayCGH dataset and in order to identify copy number aberrations predictive of tumor phenotype. © The Author 2011. Published by Oxford University Press. All rights reserved.",,364,1,all publisherfree2read,All Open Access Bronze,,,
270,2-s2.0-78650267413,10.1016/j.patcog.2010.10.016,S0031320310005005,,Network-based sparse Bayesian classification,ar,Article,Miguel Hernández-Lobato J.,60026796;60000874,Universidad Autónoma de Madrid;UCLouvain,Madrid;Louvain-la-Neuve,Spain;Belgium,3,"Miguel Hernández-Lobato, Jose;Hernández-Lobato, Daniel;Suárez, Alberto",14919558000;14919612400;7202765504,60026796;60000874;60026796,2011-04-01,April 2011,Pattern Recognition,00313203,24823,,Journal,44,4,,886-900,"In some classification problems there is prior information about the joint relevance of groups of features. This knowledge can be encoded in a network whose nodes correspond to features and whose edges connect features that should be either both excluded or both included in the predictive model. In this paper, we introduce a novel network-based sparse Bayesian classifier (NBSBC) that makes use of the information about feature dependencies encoded in such a network to improve its prediction accuracy, especially in problems with a high-dimensional feature space and a limited amount of available training data. Approximate Bayesian inference is efficiently implemented in this model using expectation propagation. The NBSBC method is validated on four real-world classification problems from different domains of application: phonemes, handwritten digits, precipitation records and gene expression measurements. A comparison with state-of-the-art methods (support vector machine, network-based support vector machine and graph lasso) show that NBSBC has excellent predictive performance. It has the best accuracy in three of the four problems analyzed and ranks second in the modeling of the precipitation data. NBSBC also yields accurate and robust rankings of the individual features according to their relevance to the solution of the classification problem considered. The accuracy and stability of these estimates is an important factor in the good overall performance of this method. © 2010 Elsevier Ltd. All rights reserved.",Expectation propagation | Feature selection | Markov random field | Network based classification | Sparsity | Spike and slab,18,0,,,,TIN2007-66862-C02-02,
271,2-s2.0-80052426188,10.1007/978-3-642-23783-6_27,,,A novel stability based feature selection framework for k-means clustering,cp,Conference Paper,Mavroeidis D.,60016529,Radboud Universiteit,Nijmegen,Netherlands,2,"Mavroeidis, Dimitrios;Marchiori, Elena",13405059000;57203071531,60016529;60016529,2011-01-01,2011,Lecture Notes in Computer Science Including Subseries Lecture Notes in Artificial Intelligence and Lecture Notes in Bioinformatics,03029743,25674,16113349,Book Series,6912 LNAI,PART 2,,421-436,"Stability of a learning algorithm with respect to small input perturbations is an important property, as it implies the derived models to be robust with respect to the presence of noisy features and/or data sample fluctuations. In this paper we explore the effect of stability optimization in the standard feature selection process for the continuous (PCA-based) k-means clustering problem. Interestingly, we derive that stability maximization naturally introduces a tradeoff between cluster separation and variance, leading to the selection of features that have a high cluster separation index that is not artificially inflated by the feature's variance. The proposed algorithmic setup is based on a Sparse PCA approach, that selects the features that maximize stability in a greedy fashion. In our study, we also analyze several properties of Sparse PCA relevant to stability that promote Sparse PCA as a viable feature selection mechanism for clustering. The practical relevance of the proposed method is demonstrated in the context of cancer research, where we consider the problem of detecting potential tumor biomarkers using microarray gene expression data. The application of our method to a leukemia dataset shows that the tradeoff between cluster separation and variance leads to the selection of features corresponding to important biomarker genes. Some of them have relative low variance and are not detected without the direct optimization of stability in Sparse PCA based k-means. © 2011 Springer-Verlag.",,1,0,,,NWO,612.066.927,Nederlandse Organisatie voor Wetenschappelijk Onderzoek
272,2-s2.0-78649458939,10.3390/molecules15118177,,21076385,Analysis of protein pathway networks using hybrid properties,ar,Article,Chen L.,60009860;60023813;60082819;60025785;60273065;60089787;60006553,Fudan University;Shanghai University;Shanghai Jiao Tong University School of Medicine;Shanghai Maritime University;Shanghai Institute of Nutrition and Health;Shanghai Center for Bioinformation Technology;Gordon Life Science Institute,Shanghai;Shanghai;Shanghai;Shanghai;Shanghai;Shanghai;San Diego,China;China;China;China;China;China;United States,5,"Chen, Lei;Huang, Tao;Shi, Xiao He;Cai, Yu Dong;Chou, Kuo Chen",35239693200;56542142100;25823486700;7401750419;7201905167,60025785-60009860;60273065-60089787;60082819;60023813-60006553;60006553,2010-11-01,November 2010,Molecules,,26370,14203049,Journal,15,11,,8177-8192,"Given a protein-forming system, i.e., a system consisting of certain number of different proteins, can it form a biologically meaningful pathway? This is a fundamental problem in systems biology and proteomics. During the past decade, a vast amount of information on different organisms, at both the genetic and metabolic levels, has been accumulated and systematically stored in various specific databases, such as KEGG, ENZYME, BRENDA, EcoCyc and MetaCyc. These data have made it feasible to address such an essential problem. In this paper, we have analyzed known regulatory pathways in humans by extracting different (biological and graphic) features from each of the 17,069 protein-formed systems, of which 169 are positive pathways, i.e., known regulatory pathways taken from KEGG; while 16,900 were negative, i.e., not formed as a biologically meaningful pathway. Each of these protein-forming systems was represented by 352 features, of which 88 are graph features and 264 biological features. To analyze these features, the ""Minimum Redundancy Maximum Relevance"" and the ""Incremental Feature Selection"" techniques were utilized to select a set of 22 optimal features to query whether a protein-forming system is able to form a biologically meaningful pathway or not. It was found through cross-validation that the overall success rate thus obtained in identifying the positive pathways was 79.88%. It is anticipated that, this novel approach and encouraging result, although preliminary yet, may stimulate extensive investigations into this important topic. © 2010 licensee MDPI, Basel, Switzerland.",Biological graphic feature | Gene ontology | Minimum redundancy maximum relevance | Protein-forming system | Regulatory pathway,50,1,all publisherfullgold repository repositoryvor repositoryam,All Open Access Gold Green,,,
273,2-s2.0-77958573912,10.1371/journal.pone.0012726,,20856936,A unified 35-gene signature for both subtype classification and survival prediction in diffuse large B-cell Lymphomas,ar,Article,Cai Y.D.,60009860;60023813;60273065;60089787,Fudan University;Shanghai University;Shanghai Institute of Nutrition and Health;Shanghai Center for Bioinformation Technology,Shanghai;Shanghai;Shanghai;Shanghai,China;China;China;China,5,"Cai, Yu Dong;Huang, Tao;Feng, Kai Yan;Hu, Lele;Xie, Lu",7401750419;56542142100;24334541600;7401557435;7402590419,60023813-60009860;60273065-60089787;60089787;60023813;60089787,2010-11-01,2010,Plos One,,10600153309,19326203,Journal,5,9,e12726,1-8,"Cancer subtype classification and survival prediction both relate directly to patients' specific treatment plans, making them fundamental medical issues. Although the two factors are interrelated learning problems, most studies tackle each separately. In this paper, expression levels of genes are used for both cancer subtype classification and survival prediction. We considered 350 diffuse large B-cell lymphoma (DLBCL) subjects, taken from four groups of patients (activated B-cell-like subtype dead, activated B-cell-like subtype alive, germinal center B-cell-like subtype dead, and germinal center B-cell-like subtype alive). As classification features, we used 11,271 gene expression levels of each subject. The features were first ranked by mRMR (Maximum Relevance Minimum Redundancy) principle and further selected by IFS (Incremental Feature Selection) procedure. Thirty-five gene signatures were selected after the IFS procedure, and the patients were divided into the above mentioned four groups. These four groups were combined in different ways for subtype prediction and survival prediction, specifically, the activated versus the germinal center and the alive versus the dead. Subtype prediction accuracy of the 35-gene signature was 98.6%. We calculated cumulative survival time of high-risk group and low-risk groups by the Kaplan-Meier method. The log-rank test p-value was 5.98e-08. Our methodology provides a way to study subtype classification and survival prediction simultaneously. Our results suggest that for some diseases, especially cancer, subtype classification may be used to predict survival, and, conversely, survival prediction features may shed light on subtype features. © 2010 Cai et al.",,31,1,all publisherfullgold repository repositoryam,All Open Access Gold Green,,,
274,2-s2.0-77954325195,10.1186/1471-2105-11-300,,20525252,UFFizi: A generic platform for ranking informative features,ar,Article,Gottlieb A.,60005681;60007903;60021726,Tel Aviv University;Hebrew University of Jerusalem;Microsoft Research,Tel Aviv-Yafo;Jerusalem;Redmond,Israel;Israel;United States,4,"Gottlieb, Assaf;Varshavsky, Roy;Linial, Michal;Horn, David",7101920843;13605567600;7103138031;7201829988,60005681;60021726;60007903;60005681,2010-06-01,1 June 2010,BMC Bioinformatics,,17929,14712105,Journal,11,,300,,"Background: Feature selection is an important pre-processing task in the analysis of complex data. Selecting an appropriate subset of features can improve classification or clustering and lead to better understanding of the data. An important example is that of finding an informative group of genes out of thousands that appear in gene-expression analysis. Numerous supervised methods have been suggested but only a few unsupervised ones exist. Unsupervised Feature Filtering (UFF) is such a method, based on an entropy measure of Singular Value Decomposition (SVD), ranking features and selecting a group of preferred ones.Results: We analyze the statistical properties of UFF and present an efficient approximation for the calculation of its entropy measure. This allows us to develop a web-tool that implements the UFF algorithm. We propose novel criteria to indicate whether a considered dataset is amenable to feature selection by UFF. Relying on formalism similar to UFF we propose also an Unsupervised Detection of Outliers (UDO) method, providing a novel definition of outliers and producing a measure to rank the ""outlier-degree"" of an instance.Our methods are demonstrated on gene and microRNA expression datasets, covering viral infection disease and cancer. We apply UFFizi to select genes from these datasets and discuss their biological and medical relevance.Conclusions: Statistical properties extracted from the UFF algorithm can distinguish selected features from others. UFFizi is a framework that is based on the UFF algorithm and it is applicable for a wide range of diseases. The framework is also implemented as a web-tool.The web-tool is available at: http://adios.tau.ac.il/UFFizi. © 2010 Gottlieb et al; licensee BioMed Central Ltd.",,3,1,all publisherfullgold repository repositoryam,All Open Access Gold Green,,,
275,2-s2.0-77950448057,10.1371/journal.pone.0009603,,20300175,Predicting drug-target interaction networks based on functional groups and biological features,ar,Article,He Z.,60025084;60009860;60023813;60273065;60121915;60006553,"Shanghai Jiao Tong University;Fudan University;Shanghai University;Shanghai Institute of Nutrition and Health;Yangpu Hospital, Tongji University;Gordon Life Science Institute",Shanghai;Shanghai;Shanghai;Shanghai;Shanghai;San Diego,China;China;China;China;China;United States,7,"He, Zhisong;Zhang, Jian;Shi, Xiao He;Hu, Le Le;Kong, Xiangyin;Cai, Yu Dong;Chou, Kuo Chen",14321674400;57775852600;25823486700;7401557435;15742790800;7401750419;7201905167,60273065-60009860;60121915;60273065;60023813;60273065-60025084;60023813-60006553;60006553,2010-03-11,11 March 2010,Plos One,,10600153309,19326203,Journal,5,3,e9603,,"Background: Study of drug-target interaction networks is an important topic for drug development. It is both time-consuming and costly to determine compound-protein interactions or potential drug-target interactions by experiments alone. As a complement, the in silico prediction methods can provide us with very useful information in a timely manner. Methods/Principal Findings:To realize this, drug compounds are encoded with functional groups and proteins encoded by biological features including biochemical and physicochemical properties. The optimal feature selection procedures are adopted by means of the mRMR (Maximum Relevance Minimum Redundancy) method. Instead of classifying the proteins as a whole family, target proteins are divided into four groups: enzymes, ion channels, G-protein- coupled receptors and nuclear receptors. Thus, four independent predictors are established using the Nearest Neighbor algorithm as their operation engine, with each to predict the interactions between drugs and one of the four protein groups. As a result, the overall success rates by the jackknife cross-validation tests achieved with the four predictors are 85.48%, 80.78%, 78.49%, and 85.66%, respectively. Conclusion/Significance: Our results indicate that the network prediction system thus established is quite promising and encouraging. © 2010 He et al.",,328,1,all publisherfullgold repository repositoryam,All Open Access Gold Green,,,
276,2-s2.0-78049349010,10.1007/978-3-642-15880-3_38,,,Hub gene selection methods for the reconstruction of transcription networks,cp,Conference Paper,Hernández-Lobato J.M.,60026796;60016529,Universidad Autónoma de Madrid;Radboud Universiteit,Madrid;Nijmegen,Spain;Netherlands,2,"Hernández-Lobato, José Miguel;Dijkstra, Tjeerd M.H.",14919558000;7005102605,60026796;60016529,2010-01-01,2010,Lecture Notes in Computer Science Including Subseries Lecture Notes in Artificial Intelligence and Lecture Notes in Bioinformatics,03029743,25674,16113349,Book Series,6321 LNAI,PART 1,,506-521,"Transcription control networks have a scale-free topological structure: While most genes are involved in a reduced number of links, a few hubs or key regulators are connected to a significantly large number of nodes. Several methods have been developed for the reconstruction of these networks from gene expression data, e.g. ARACNE. However, few of them take into account the scale-free structure of transcription networks. In this paper, we focus on the hubs that commonly appear in scale-free networks. First, three feature selection methods are proposed for the identification of those genes that are likely to be hubs and second, we introduce an improvement in ARACNE so that this technique can take into account the list of hub genes generated by the feature selection methods. Experiments with synthetic gene expression data validate the accuracy of the feature selection methods in the task of identifying hub genes. When ARACNE is combined with the output of these methods, we achieve up to a 62% improvement in performance over the original reconstruction algorithm. Finally, the best method for identifying hub genes is validated on a set of expression profiles from yeast. © 2010 Springer-Verlag Berlin Heidelberg.",ARACNE | Automatic relevance determination | Group Lasso | Hub | Maximum relevance minimum redundancy | Scale-free | Transcription network,3,1,all publisherfree2read,All Open Access Bronze,,,
277,2-s2.0-77953557596,10.1211/jpp.62.06.0010,,20636861,The application of feature selection to the development of Gaussian process models for percutaneous absorption,ar,Article,Lam L.T.,60030210;60032760,Keele University;University of Hertfordshire,Keele;Hatfield,United Kingdom;United Kingdom,7,"Lam, Lun Tak;Sun, Yi;Davey, Neil;Adams, Rod;Prapopoulou, Maria;Brown, Marc B.;Moss, Gary P.",36673132200;56558914400;7005125663;7403935545;26646910100;7405384445;7202405184,60032760;60030210;60030210;60032760;60032760;60032760;60030210,2010-01-01,June 2010,Journal of Pharmacy and Pharmacology,00223573,23102,,Journal,62,6,,738-749,"Objectives: The aim was to employ Gaussian processes to assess mathematically the nature of a skin permeability dataset and to employ these methods, particularly feature selection, to determine the key physicochemical descriptors which exert the most significant influence on percutaneous absorption, and to compare such models with established existing models. Methods Gaussian processes, including automatic relevance detection (GPRARD) methods, were employed to develop models of percutaneous absorption that identified key physicochemical descriptors of percutaneous absorption. Using MatLab software, the statistical performance of these models was compared with single linear networks (SLN) and quantitative structure-permeability relationships (QSPRs). Feature selection methods were used to examine in more detail the physicochemical parameters used in this study. A range of statistical measures to determine model quality were used. Key findings The inherently nonlinear nature of the skin data set was confirmed. The Gaussian process regression (GPR) methods yielded predictive models that offered statistically significant improvements over SLN and QSPR models with regard to predictivity (where the rank order was: GPR > SLN > QSPR). Feature selection analysis determined that the best GPR models were those that contained log P, melting point and the number of hydrogen bond donor groups as significant descriptors. Further statistical analysis also found that great synergy existed between certain parameters. It suggested that a number of the descriptors employed were effectively interchangeable, thus questioning the use of models where discrete variables are output, usually in the form of an equation. Conclusions The use of a nonlinear GPR method produced models with significantly improved predictivity, compared with SLN or QSPR models. Feature selection methods were able to provide important mechanistic information. However, it was also shown that significant synergy existed between certain parameters, and as such it was possible to interchange certain descriptors (i.e. molecular weight and melting point) without incurring a loss of model quality. Such synergy suggested that a model constructed from discrete terms in an equation may not be the most appropriate way of representing mechanistic understandings of skin absorption. © 2010 Royal Pharmaceutical Society of Great Britain.",Gaussian process | Machine learning methods | Percutaneous absorption | Quantitative structure-permeability relationships,26,0,,,,,
278,2-s2.0-77950845941,10.1109/ICMLA.2009.86,,,Spectral clustering and feature selection for microarray data,cp,Conference Paper,García-García D.,60001741,Universidad Carlos III de Madrid,Getafe,Spain,2,"García-García, Darío;Santos-Rodríguez, Raúl",26649430000;27968154800,60001741;60001741,2009-12-01,2009,8th International Conference on Machine Learning and Applications Icmla 2009,,19700170483,,Conference Proceeding,,,5381488,425-428,"Microarray datasets comprise a large number of gene expression values and a relatively small number of samples. Feature selection algorithms are very useful in these situations in order to find a compact subset of informative features. We propose a redundancy control method for algorithms in the recently proposed SPEC family of spectral-based feature selection algorithms. This method is applied to find relevant genes in order to cluster samples corresponding to three kinds of cancer: lung, breast and colon. © 2009 IEEE.",,8,0,,,,,
279,2-s2.0-72849130201,10.1109/BIBMW.2009.5332086,,,Constructing gene-expression based survival prediction model for non-small cell lung cancer (NSCLC) in all stages and early stages,cp,Conference Paper,Wan Y.W.,60021143,West Virginia University,Morgantown,United States,2,"Wan, Ying Wooi;Guo, Nancy Lan",35775718900;23094473400,60021143;60021143,2009-12-01,2009,Proceedings 2009 IEEE International Conference on Bioinformatics and Biomedicine Workshops Bibmw 2009,,19500157401,,Conference Proceeding,,,5332086,338,"Lung cancer has been the top leading cancer type for the past two decades and the overall survival rate for Non-Small Cell Lung Cancer (NSCLC) remains at a low rate of 15 percents. Current lung cancer prognosis using staging system has been studied and proven to be not accurate enough, especially on early stages. Therefore, a new prognostic model is desired. Using gene expression values of 442 Affymetrix U133A microarray data, we identified a 15-gene and a 12-gene signatures and constructed prediction models for NSCLC overall survival. The set of 442 samples were separated into three sets: UM/HLM as training set (n=256), MSK as first test set (n=104), and DFCI as second test set (n=82). The 15-gene signature was identified from combination of t-test and RFLIEFF feature selection. By fitting the 15 genes into Cox proportional hazard model and using the median risk scores as the cut-off, patients in training set and both testing sets were stratified into two distinct survival groups significantly (log-rank P ≤ 0.02) in KM analysis. This model was further studied on early stage patients. In KM analysis, the stratification was not significant on MSK stage 1 (log-rank P = 0.12) but significant on DFCI stage 1 (log-rank P = 0.02). The model was able to further stratified stage 1B patients into two distinct risk groups (log-rank P = 0.00765) as well. The 12-gene signature was identified from combination of t-test, SAM statistics, and RELIEFF feature selection. Naïve-Bayes classifier was used to construct the prognostic model based on 5-year survival data. The 12-gene model also provided significant stratifications (log-rank P ≤ 0.001) in KM analysis on both training and test sets. Furthermore, the 12-gene model significantly stratified stage 1 patients on both test sets (log-rank P ≤ 0.04) in KM analysis. Consistent to 15-gene, this 12-gene model was able to significantly stratified stage 1B patients (log-rank P = 0.0047) but not stage 1A patients. Results showed that both signatures were as significant as other published gene signatures of larger size. Also, these two gene signatures shared two common genes and the performances on the two prognostic models were comparative. Therefore, in addition to comparing the predictive performance of the models, we used IPA to further study the biological relevance of both signatures. ©2009 IEEE.",Gene signature | Gene-expression based prediction model | Microarray | NSCLC,3,0,,,,,
280,2-s2.0-70449360607,10.1021/pr900554a,,19764809,Identifying protein complexes using hybrid properties,ar,Article,Chen L.,60009860;60023813;60082819;60021200,Fudan University;Shanghai University;Shanghai Jiao Tong University School of Medicine;East China Normal University,Shanghai;Shanghai;Shanghai;Shanghai,China;China;China;China,5,"Chen, Lei;Shi, Xiaohe;Kong, Xiangyin;Zeng, Zhenbing;Cai, Yu Dong",35239693200;25823486700;15742790800;55908429000;7401750419,60009860-60021200;60082819;60082819;60021200;60023813,2009-11-06,6 November 2009,Journal of Proteome Research,15353893,17625,,Journal,8,11,,5212-5218,"Protein complexes, integrating multiple gene products, perform all sorts of fundamental biological functions in cells. Much effort has been put into identifying protein complexes using computational approaches. A vast majority attempt to research densely connected regions in protein-protein interaction (PPI) network/graph. In this research, we try an alterative approach to analyze protein complexes using hybrid features and present a method to determine whether multiple (more than two) proteins from yeast can form a protein complex. The data set consists of 493 positive protein complexes and 9878 negative protein complexes. Every complex is represented by graph features, where proteins in the complex form a graph (web) of interactions, and features derived from biological properties including protein length, biochemical properties and physicochemical properties. These features are filtered and optimized by Minimum Redundancy Maximum Relevance method, Incremental Feature Selection and Forward Feature Selection, established through a prediction/identification model called Nearest Neighbor Algorithm. Jackknife cross-validation test is employed to evaluate the identification accuracy. As a result, the highest accuracy for the identification of the real protein complexes using filtered features is 69.17%, and feature analysis shows that, among the adopted features, graph features play the main roles in the determination of protein complexes. © 2009 American Chemical Society.",Feature selection | Jackknife cross-validation test | mRMR(minimum redundancy maximum relevance) | Nearest neighbor algorithm (NNA) | Protein complex | Protein-protein interaction (PPI),29,0,,,,,
281,2-s2.0-70349307195,10.1002/prot.22424,,19415755,Prediction of protein-glucose binding sites using support vector machines,ar,Article,Nassif H.,60021519;60068761;60153202,"University of Miami Leonard M. Miller School of Medicine;American University of Beirut;School of Computer, Data & Information Sciences",Miami;Beirut;Madison,United States;Lebanon;United States,4,"Nassif, Houssam;Al-Ali, Hassan;Khuri, Sawsan;Keirouz, Walid",35170949500;24437704000;8732985200;6505793428,60153202;60021519;60021519;60068761,2009-10-01,October 2009,Proteins Structure Function and Bioinformatics,08873585,14283,10970134,Journal,77,1,,121-132,"Glucose is a simple sugar that plays an essential role in many basic metabolic and signaling pathways. Many proteins have binding sites that are highly specific to glucose. The exponential increase of genomic data has revealed the identity of many proteins that seem to be central to biological processes, but whose exact functions are unknown. Many of these proteins seem to be associated with disease processes. Being able to predict glucose-specific binding sites in these proteins will greatly enhance our ability to annotate protein function and may significantly contribute to drug design. We hereby present the first glucose-binding site classifier algorithm. We consider the sugar-binding pocket as a spherical spatio-chemical environment and represent it as a vector of geometric and chemical features. We then perform Random Forests feature selection to identify key features and analyze them using support vector machines classification. Our work shows that glucose binding sites can be modeled effectively using a limited number of basic chemical and residue features. Using a leave-one-out cross-validation method, our classifier achieves a 8.11% error, a 89.66% sensitivity and a 93.33% specificity over our dataset. From a biochemical perspective, our results support the relevance of ordered water molecules and ions in determining glucose specificity. They also reveal the importance of carboxylate residues in glucose binding and the high concentration of negatively charged atoms in direct contact with the bound glucose molecule. © 2009 Wiley-Liss, Inc.",Binding site signature | Carbohydrate | Feature vector | Hexose | Protein-carbohydrate interaction | Random forests | Substrate recognition | SVM,36,0,,,,,
